	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
3068	Loudi-Liu-2007-201-192-1	Loudi	Liu-2007-201-192	t ɤ n ⁴²	loud1234	1573	SWELL	513	
3069	Loudi-Liu-2007-201-193-1	Loudi	Liu-2007-201-193	t ɤ n ⁴² + ts ɿ ⁰	loud1234	714	SEED	515	
3070	Loudi-Liu-2007-201-193-1	Loudi	Liu-2007-201-193	t ɤ n ⁴² + ts ɿ ⁰	loud1234	714	SEED	19	
3071	Loudi-Liu-2007-201-194-1	Loudi	Liu-2007-201-194	d ɤ n ¹¹	loud1234	1210	HEAVY	517	
3072	Loudi-Liu-2007-201-195-1	Loudi	Liu-2007-201-195	ts ɔ ⁴⁴	loud1234	1436	SCRATCH	518	
3075	Loudi-Liu-2007-201-197-1	Loudi	Liu-2007-201-197	tɕ ɥ ĩ ³⁵	loud1234	1444	TURN AROUND	529	
3076	Loudi-Liu-2007-201-197-2	Loudi	Liu-2007-201-197	tɕ ɥ ĩ ⁴²	loud1234	1444	TURN AROUND	529	
3077	Loudi-Liu-2007-201-198-1	Loudi	Liu-2007-201-198	tɕ io ⁴²	loud1234	1443	WALK	531	
3078	Loudi-Liu-2007-201-199-1	Loudi	Liu-2007-201-199	tɕ y ⁴²	loud1234	674	MOUTH	147	
3079	Loudi-Liu-2007-201-2-1	Loudi	Liu-2007-201-2	p e ³⁵	loud1234	1291	BACK	72	
3080	Loudi-Liu-2007-201-20-1	Loudi	Liu-2007-201-20	t a ⁴² + tɕ j ɔ ³⁵	loud1234	1423	FIGHT	115	
3081	Loudi-Liu-2007-201-20-1	Loudi	Liu-2007-201-20	t a ⁴² + tɕ j ɔ ³⁵	loud1234	1423	FIGHT	563	
3082	Loudi-Liu-2007-201-200-1	Loudi	Liu-2007-201-200	ts o ³⁵ + ɕ io ⁴² + p j æ ⁴⁴	loud1234	244	LEFT	534	
3083	Loudi-Liu-2007-201-200-1	Loudi	Liu-2007-201-200	ts o ³⁵ + ɕ io ⁴² + p j æ ⁴⁴	loud1234	244	LEFT	182	
3084	Loudi-Liu-2007-201-200-1	Loudi	Liu-2007-201-200	ts o ³⁵ + ɕ io ⁴² + p j æ ⁴⁴	loud1234	244	LEFT	396	
3085	Loudi-Liu-2007-201-201-1	Loudi	Liu-2007-201-201	tsʰ o ¹¹	loud1234	1416	SIT	536	
3086	Loudi-Liu-2007-201-21-1	Loudi	Liu-2007-201-21	k w ã ⁴² + s ã ⁴⁴	loud1234	1435	HUNT	573	
3087	Loudi-Liu-2007-201-21-1	Loudi	Liu-2007-201-21	k w ã ⁴² + s ã ⁴⁴	loud1234	1435	HUNT	139	
3088	Loudi-Liu-2007-201-22-1	Loudi	Liu-2007-201-22	d a ¹¹	loud1234	1202	BIG	34	
3089	Loudi-Liu-2007-201-23-1	Loudi	Liu-2007-201-23	ŋ e ¹³	loud1234	379	BLUNT	574	
3090	Loudi-Liu-2007-201-24-1	Loudi	Liu-2007-201-24	s w a ¹³	loud1234	1280	FALL	586	
3091	Loudi-Liu-2007-201-25-1	Loudi	Liu-2007-201-25	d ɤ n ¹¹ + u ³⁵	loud1234	619	ANIMAL	588	
3092	Loudi-Liu-2007-201-25-1	Loudi	Liu-2007-201-25	d ɤ n ¹¹ + u ³⁵	loud1234	619	ANIMAL	179	
3093	Loudi-Liu-2007-201-26-1	Loudi	Liu-2007-201-26	t ɤu ⁴² + ts ɿ ⁰	loud1234	1251	BELLY	278	
3094	Loudi-Liu-2007-201-26-1	Loudi	Liu-2007-201-26	t ɤu ⁴² + ts ɿ ⁰	loud1234	1251	BELLY	19	
3095	Loudi-Liu-2007-201-27-1	Loudi	Liu-2007-201-27	t w ẽ ⁴²	loud1234	1645	SHORT	592	
3096	Loudi-Liu-2007-201-28-1	Loudi	Liu-2007-201-28	t w e ³⁵	loud1234	1725	CORRECT (RIGHT)	593	
3097	Loudi-Liu-2007-201-29-1	Loudi	Liu-2007-201-29	t o ⁴⁴	loud1234	1198	MANY	595	
3098	Loudi-Liu-2007-201-3-1	Loudi	Liu-2007-201-3	pʰ i ¹¹ + d j ɤ ¹³	loud1234	1221	NOSE	77	
3099	Loudi-Liu-2007-201-3-1	Loudi	Liu-2007-201-3	pʰ i ¹¹ + d j ɤ ¹³	loud1234	1221	NOSE	319	
3100	Loudi-Liu-2007-201-30-1	Loudi	Liu-2007-201-30	ɤ ⁴² + t ɤ ⁰	loud1234	1247	EAR	596	
3101	Loudi-Liu-2007-201-30-1	Loudi	Liu-2007-201-30	ɤ ⁴² + t ɤ ⁰	loud1234	1247	EAR	597	
3102	Loudi-Liu-2007-201-31-1	Loudi	Liu-2007-201-31	ɤ ¹¹	loud1234	1498	TWO	598	
3103	Loudi-Liu-2007-201-31-2	Loudi	Liu-2007-201-31	n j ɔ ŋ ⁴²	loud1234	1498	TWO	599	
3104	Loudi-Liu-2007-201-32-1	Loudi	Liu-2007-201-32	x w i ⁴⁴	loud1234	1441	FLY (MOVE THROUGH AIR)	600	
3105	Loudi-Liu-2007-201-33-1	Loudi	Liu-2007-201-33	x ɤ n ⁴⁴	loud1234	960	WIND	601	
3106	Loudi-Liu-2007-201-34-1	Loudi	Liu-2007-201-34	ɣ ɤ n ¹³	loud1234	1457	SEW	602	
3107	Loudi-Liu-2007-201-35-1	Loudi	Liu-2007-201-35	x u ⁴² + l ã ¹¹	loud1234	1728	ROTTEN	607	
3108	Loudi-Liu-2007-201-35-1	Loudi	Liu-2007-201-35	x u ⁴² + l ã ¹¹	loud1234	1728	ROTTEN	608	
3109	Loudi-Liu-2007-201-36-1	Loudi	Liu-2007-201-36	j ɔ ¹³	loud1234	1217	FATHER	242	
3110	Loudi-Liu-2007-201-36-2	Loudi	Liu-2007-201-36	t e ⁴⁴ + t e ⁰	loud1234	1217	FATHER	611	
3111	Loudi-Liu-2007-201-36-2	Loudi	Liu-2007-201-36	t e ⁴⁴ + t e ⁰	loud1234	1217	FATHER	801	
3112	Loudi-Liu-2007-201-36-3	Loudi	Liu-2007-201-36	j ɔ ¹³ + l ɤ ⁴² + k w ẽ ⁰	loud1234	1217	FATHER	242	
3113	Loudi-Liu-2007-201-36-3	Loudi	Liu-2007-201-36	j ɔ ¹³ + l ɤ ⁴² + k w ẽ ⁰	loud1234	1217	FATHER	27	
3114	Loudi-Liu-2007-201-36-3	Loudi	Liu-2007-201-36	j ɔ ¹³ + l ɤ ⁴² + k w ẽ ⁰	loud1234	1217	FATHER	475	
3115	Loudi-Liu-2007-201-37-1	Loudi	Liu-2007-201-37	k ã ⁴⁴	loud1234	1398	DRY	565	
3116	Loudi-Liu-2007-201-38-1	Loudi	Liu-2007-201-38	k w ẽ ⁴⁴	loud1234	1224	LIVER	619	
3117	Loudi-Liu-2007-201-39-1	Loudi	Liu-2007-201-39	n ɔ ⁴⁴ + s ɿ ³⁵	loud1234	1447	GIVE	523	
3118	Loudi-Liu-2007-201-39-1	Loudi	Liu-2007-201-39	n ɔ ⁴⁴ + s ɿ ³⁵	loud1234	1447	GIVE	623	
3119	Loudi-Liu-2007-201-4-1	Loudi	Liu-2007-201-4	k ɤ ³⁵ + n j ɔ̃ ¹³ + ts ɿ ⁰	loud1234	617	ICE	85	
3120	Loudi-Liu-2007-201-4-1	Loudi	Liu-2007-201-4	k ɤ ³⁵ + n j ɔ̃ ¹³ + ts ɿ ⁰	loud1234	617	ICE	86	
3121	Loudi-Liu-2007-201-4-1	Loudi	Liu-2007-201-4	k ɤ ³⁵ + n j ɔ̃ ¹³ + ts ɿ ⁰	loud1234	617	ICE	19	
3122	Loudi-Liu-2007-201-40-1	Loudi	Liu-2007-201-40	k ẽ ⁴⁴	loud1234	670	ROOT	93	
3123	Loudi-Liu-2007-201-41-1	Loudi	Liu-2007-201-41	t j ɤ ⁴²	loud1234	2009	DOG	630	
3124	Loudi-Liu-2007-201-42-1	Loudi	Liu-2007-201-42	k u ¹³ + d j ɤ ¹³	loud1234	1394	BONE	94	
3125	Loudi-Liu-2007-201-42-1	Loudi	Liu-2007-201-42	k u ¹³ + d j ɤ ¹³	loud1234	1394	BONE	319	
3126	Loudi-Liu-2007-201-43-1	Loudi	Liu-2007-201-43	k u n ³⁵	loud1234	1295	STICK	634	
3127	Loudi-Liu-2007-201-44-1	Loudi	Liu-2007-201-44	ɕ i ³⁵ + k o ⁰ + dz e ⁰	loud1234	1304	CHILD (YOUNG HUMAN)	348	
3128	Loudi-Liu-2007-201-44-1	Loudi	Liu-2007-201-44	ɕ i ³⁵ + k o ⁰ + dz e ⁰	loud1234	1304	CHILD (YOUNG HUMAN)	56	
3129	Loudi-Liu-2007-201-44-1	Loudi	Liu-2007-201-44	ɕ i ³⁵ + k o ⁰ + dz e ⁰	loud1234	1304	CHILD (YOUNG HUMAN)	638	
3130	Loudi-Liu-2007-201-45-1	Loudi	Liu-2007-201-45	x w e ⁴²	loud1234	1474	SEA	641	
3131	Loudi-Liu-2007-201-46-1	Loudi	Liu-2007-201-46	x ɤ ³⁵	loud1234	1035	GOOD	642	
3132	Loudi-Liu-2007-201-47-1	Loudi	Liu-2007-201-47	tɕʰ j ɔ ¹³	loud1234	1401	DRINK	549	
3133	Loudi-Liu-2007-201-48-1	Loudi	Liu-2007-201-48	ɣ o ¹³	loud1234	1577	AND	448	
3135	Loudi-Liu-2007-201-5-1	Loudi	Liu-2007-201-5	tɕ j ɔ̃ ⁴² + k u ⁰	loud1234	1333	NECK	90	
3136	Loudi-Liu-2007-201-5-1	Loudi	Liu-2007-201-5	tɕ j ɔ̃ ⁴² + k u ⁰	loud1234	1333	NECK	94	
3137	Loudi-Liu-2007-201-50-1	Loudi	Liu-2007-201-50	t ɔ ŋ ⁴⁴	loud1234	666	RIVER	653	
3138	Loudi-Liu-2007-201-51-1	Loudi	Liu-2007-201-51	x e ¹³	loud1234	163	BLACK	296	
3139	Loudi-Liu-2007-201-52-1	Loudi	Liu-2007-201-52	ɣ ɤ n ¹³	loud1234	156	RED	654	
3140	Loudi-Liu-2007-201-53-1	Loudi	Liu-2007-201-53	ɣ ɤ ¹¹	loud1234	1244	THICK	655	
3141	Loudi-Liu-2007-201-54-1	Loudi	Liu-2007-201-54	tɕʰ y ¹³ + tɕʰ i ³⁵	loud1234	1407	BREATHE	659	
3142	Loudi-Liu-2007-201-54-1	Loudi	Liu-2007-201-54	tɕʰ y ¹³ + tɕʰ i ³⁵	loud1234	1407	BREATHE	332	
3143	Loudi-Liu-2007-201-55-1	Loudi	Liu-2007-201-55	x u ¹³	loud1234	624	LAKE	661	
3144	Loudi-Liu-2007-201-56-1	Loudi	Liu-2007-201-56	x ɔ ⁴⁴	loud1234	239	FLOWER	662	
3145	Loudi-Liu-2007-201-57-1	Loudi	Liu-2007-201-57	ɣ w a ¹¹	loud1234	1292	BAD	663	
3146	Loudi-Liu-2007-201-58-1	Loudi	Liu-2007-201-58	ɣ ɔ ŋ ¹³	loud1234	1424	YELLOW	302	
3147	Loudi-Liu-2007-201-59-1	Loudi	Liu-2007-201-59	x w e ⁴⁴	loud1234	646	ASH	542	
3149	Loudi-Liu-2007-201-60-1	Loudi	Liu-2007-201-60	x w e ³⁵ + k ɤ ⁰	loud1234	1422	BE ALIVE	424	
3150	Loudi-Liu-2007-201-60-1	Loudi	Liu-2007-201-60	x w e ³⁵ + k ɤ ⁰	loud1234	1422	BE ALIVE	40	
3151	Loudi-Liu-2007-201-61-1	Loudi	Liu-2007-201-61	x o ⁴²	loud1234	221	FIRE	672	
3152	Loudi-Liu-2007-201-62-1	Loudi	Liu-2007-201-62	tɕ i ⁴⁴ + d ã ¹¹	loud1234	744	EGG	673	
3153	Loudi-Liu-2007-201-62-1	Loudi	Liu-2007-201-62	tɕ i ⁴⁴ + d ã ¹¹	loud1234	744	EGG	674	
3154	Loudi-Liu-2007-201-63-1	Loudi	Liu-2007-201-63	tɕ j æ ⁴⁴	loud1234	1396	SHARP	676	
3156	Loudi-Liu-2007-201-65-1	Loudi	Liu-2007-201-65	d j o ¹³	loud1234	1301	FOOT	277	
3157	Loudi-Liu-2007-201-66-1	Loudi	Liu-2007-201-66	tɕʰ j ɔ ⁴² + k ɤ ³⁵	loud1234	1431	FREEZE	216	
3158	Loudi-Liu-2007-201-66-1	Loudi	Liu-2007-201-66	tɕʰ j ɔ ⁴² + k ɤ ³⁵	loud1234	1431	FREEZE	681	
3159	Loudi-Liu-2007-201-67-1	Loudi	Liu-2007-201-67	d i n ¹¹	loud1234	1942	NEAR	682	
3160	Loudi-Liu-2007-201-68-1	Loudi	Liu-2007-201-68	tɕ j o ³⁵	loud1234	1432	CUT	684	
3161	Loudi-Liu-2007-201-69-1	Loudi	Liu-2007-201-69	kʰ ẽ ³⁵ + tɕ j æ ³⁵	loud1234	1409	SEE	689	
3162	Loudi-Liu-2007-201-69-1	Loudi	Liu-2007-201-69	kʰ ẽ ³⁵ + tɕ j æ ³⁵	loud1234	1409	SEE	253	
3163	Loudi-Liu-2007-201-7-1	Loudi	Liu-2007-201-7	pʰ u ¹³	loud1234	1240	NOT	98	
3164	Loudi-Liu-2007-201-70-1	Loudi	Liu-2007-201-70	kʰ w ẽ ⁴⁴	loud1234	1243	WIDE	694	
3165	Loudi-Liu-2007-201-71-1	Loudi	Liu-2007-201-71	kʰ u n ⁴²	loud1234	1917	TIE	696	
3166	Loudi-Liu-2007-201-71-2	Loudi	Liu-2007-201-71	ts a ¹³	loud1234	1917	TIE	698	
3167	Loudi-Liu-2007-201-71-3	Loudi	Liu-2007-201-71	d j ɔ̃ ¹³	loud1234	1917	TIE	766	
3168	Loudi-Liu-2007-201-72-1	Loudi	Liu-2007-201-72	l a ⁴⁴	loud1234	1455	PULL	397	
3169	Loudi-Liu-2007-201-72-2	Loudi	Liu-2007-201-72	tʰ j ɤ ⁴⁴	loud1234	1455	PULL	700	
3170	Loudi-Liu-2007-201-73-1	Loudi	Liu-2007-201-73	l e ¹³	loud1234	1446	COME	703	
3173	Loudi-Liu-2007-201-76-1	Loudi	Liu-2007-201-76	l j o ¹³	loud1234	2003	FLOW	164	
3175	Loudi-Liu-2007-201-78-1	Loudi	Liu-2007-201-78	l ɤu ³⁵	loud1234	1425	GREEN	709	
3177	Loudi-Liu-2007-201-8-1	Loudi	Liu-2007-201-8	kʰ a ¹³	loud1234	1449	RUB	106	
3178	Loudi-Liu-2007-201-80-1	Loudi	Liu-2007-201-80	m j ɔ̃ ¹³ + dz ɿ ¹¹	loud1234	1405	NAME	712	
3179	Loudi-Liu-2007-201-80-1	Loudi	Liu-2007-201-80	m j ɔ̃ ¹³ + dz ɿ ¹¹	loud1234	1405	NAME	469	
3180	Loudi-Liu-2007-201-81-1	Loudi	Liu-2007-201-81	m̩ ¹¹ + m a ⁴²	loud1234	1216	MOTHER	713	
3181	Loudi-Liu-2007-201-81-1	Loudi	Liu-2007-201-81	m̩ ¹¹ + m a ⁴²	loud1234	1216	MOTHER	50	
3183	Loudi-Liu-2007-201-83-1	Loudi	Liu-2007-201-83	l a ⁴² + l i ⁰	loud1234	1237	WHERE	188	
3184	Loudi-Liu-2007-201-83-1	Loudi	Liu-2007-201-83	l a ⁴² + l i ⁰	loud1234	1237	WHERE	52	
3185	Loudi-Liu-2007-201-84-1	Loudi	Liu-2007-201-84	l o ¹¹	loud1234	78	THAT	261	
3186	Loudi-Liu-2007-201-85-1	Loudi	Liu-2007-201-85	l o ¹¹ + l i ⁰	loud1234	1937	THERE	261	
3187	Loudi-Liu-2007-201-85-1	Loudi	Liu-2007-201-85	l o ¹¹ + l i ⁰	loud1234	1937	THERE	52	
3191	Loudi-Liu-2007-201-87-1	Loudi	Liu-2007-201-87	n̩ ⁴²	loud1234	1215	THOU	771	
3192	Loudi-Liu-2007-201-88-1	Loudi	Liu-2007-201-88	n j æ ¹³	loud1234	1226	YEAR	741	
3193	Loudi-Liu-2007-201-89-1	Loudi	Liu-2007-201-89	t j ɤ ⁴² + tɕ i ³⁵	loud1234	937	BIRD	745	
3194	Loudi-Liu-2007-201-89-1	Loudi	Liu-2007-201-89	t j ɤ ⁴² + tɕ i ³⁵	loud1234	937	BIRD	747	
3195	Loudi-Liu-2007-201-9-1	Loudi	Liu-2007-201-9	tsʰ ɤ ⁴²	loud1234	606	GRASS	111	
3196	Loudi-Liu-2007-201-90-1	Loudi	Liu-2007-201-90	n y ⁴² + n i n ¹³ + k a ⁰	loud1234	962	WOMAN	39	
3197	Loudi-Liu-2007-201-90-1	Loudi	Liu-2007-201-90	n y ⁴² + n i n ¹³ + k a ⁰	loud1234	962	WOMAN	38	
3198	Loudi-Liu-2007-201-90-1	Loudi	Liu-2007-201-90	n y ⁴² + n i n ¹³ + k a ⁰	loud1234	962	WOMAN	42	
3199	Loudi-Liu-2007-201-91-1	Loudi	Liu-2007-201-91	x w e ⁴²	loud1234	1278	VOMIT	768	
3200	Loudi-Liu-2007-201-91-2	Loudi	Liu-2007-201-91	t a ³⁵ + x w e ⁴²	loud1234	1278	VOMIT	9	
3201	Loudi-Liu-2007-201-91-2	Loudi	Liu-2007-201-91	t a ³⁵ + x w e ⁴²	loud1234	1278	VOMIT	768	
3202	Loudi-Liu-2007-201-92-1	Loudi	Liu-2007-201-92	pʰ ɔ ³⁵	loud1234	1419	FEAR (BE AFRAID)	11	
3204	Loudi-Liu-2007-201-94-1	Loudi	Liu-2007-201-94	b ɤ ¹³	loud1234	1574	FLOAT	20	
3205	Loudi-Liu-2007-201-95-1	Loudi	Liu-2007-201-95	pʰ j ɔ ¹³	loud1234	1234	SMOOTH	25	
3206	Loudi-Liu-2007-201-96-1	Loudi	Liu-2007-201-96	tʰ ɔ ŋ ¹³ + k e ¹³	loud1234	1199	WIFE	45	
3207	Loudi-Liu-2007-201-96-1	Loudi	Liu-2007-201-96	tʰ ɔ ŋ ¹³ + k e ¹³	loud1234	1199	WIFE	46	
3208	Loudi-Liu-2007-201-97-1	Loudi	Liu-2007-201-97	dz w ĩ ¹³ + b u ¹¹	loud1234	98	ALL	54	
3209	Loudi-Liu-2007-201-97-1	Loudi	Liu-2007-201-97	dz w ĩ ¹³ + b u ¹¹	loud1234	98	ALL	55	
3211	Loudi-Liu-2007-201-99-1	Loudi	Liu-2007-201-99	n i n ¹³	loud1234	683	PERSON	38	
3212	Meixian-Liu-2007-201-1-1	Meixian	Liu-2007-201-1	pʰ a k ⁵	yuet1238	1335	WHITE	71	
3213	Meixian-Liu-2007-201-10-1	Meixian	Liu-2007-201-10	tsʰ o ŋ ¹¹	yuet1238	1203	LONG	112	
3214	Meixian-Liu-2007-201-100-1	Meixian	Liu-2007-201-100	t j u ³³	yuet1238	1456	THROW	69	
3216	Meixian-Liu-2007-201-102-1	Meixian	Liu-2007-201-102	k a ³¹ + h e ⁵³	yuet1238	1459	IF	118	
3217	Meixian-Liu-2007-201-102-1	Meixian	Liu-2007-201-102	k a ³¹ + h e ⁵³	yuet1238	1459	IF	124	
3220	Meixian-Liu-2007-201-104-1	Meixian	Liu-2007-201-104	s a m ³³	yuet1238	492	THREE	131	
3221	Meixian-Liu-2007-201-105-1	Meixian	Liu-2007-201-105	s e m ³³ + l i m ¹¹	yuet1238	420	FOREST	132	
3222	Meixian-Liu-2007-201-105-1	Meixian	Liu-2007-201-105	s e m ³³ + l i m ¹¹	yuet1238	420	FOREST	133	
3223	Meixian-Liu-2007-201-106-1	Meixian	Liu-2007-201-106	s a t ¹	yuet1238	1417	KILL	135	
3224	Meixian-Liu-2007-201-107-1	Meixian	Liu-2007-201-107	s a ³³ + v e ⁰	yuet1238	671	SAND	138	
3225	Meixian-Liu-2007-201-107-1	Meixian	Liu-2007-201-107	s a ³³ + v e ⁰	yuet1238	671	SAND	827	
3226	Meixian-Liu-2007-201-108-1	Meixian	Liu-2007-201-108	s a n ³³	yuet1238	639	MOUNTAIN	139	
3228	Meixian-Liu-2007-201-11-1	Meixian	Liu-2007-201-11	tsʰ o ŋ ¹¹ + ŋ e ⁰	yuet1238	1334	GUTS	538	
3229	Meixian-Liu-2007-201-11-1	Meixian	Liu-2007-201-11	tsʰ o ŋ ¹¹ + ŋ e ⁰	yuet1238	1334	GUTS	782	
3230	Meixian-Liu-2007-201-110-1	Meixian	Liu-2007-201-110	s au ³¹	yuet1238	1242	FEW	141	
3231	Meixian-Liu-2007-201-111-1	Meixian	Liu-2007-201-111	s a t ⁵ + m a ¹¹	yuet1238	1205	TONGUE	143	
3232	Meixian-Liu-2007-201-111-1	Meixian	Liu-2007-201-111	s a t ⁵ + m a ¹¹	yuet1238	1205	TONGUE	146	
3233	Meixian-Liu-2007-201-112-1	Meixian	Liu-2007-201-112	s a ¹¹ + k o ³³	yuet1238	730	SNAKE	148	
3234	Meixian-Liu-2007-201-112-1	Meixian	Liu-2007-201-112	s a ¹¹ + k o ³³	yuet1238	730	SNAKE	152	
3235	Meixian-Liu-2007-201-113-1	Meixian	Liu-2007-201-113	s o k ¹	yuet1238	1218	ROPE	154	
3236	Meixian-Liu-2007-201-114-1	Meixian	Liu-2007-201-114	s e t ¹ + m a ¹¹	yuet1238	1392	LOUSE	155	
3237	Meixian-Liu-2007-201-114-1	Meixian	Liu-2007-201-114	s e t ¹ + m a ¹¹	yuet1238	1392	LOUSE	146	
3238	Meixian-Liu-2007-201-115-1	Meixian	Liu-2007-201-115	s ə p ¹	yuet1238	1726	WET	161	
3239	Meixian-Liu-2007-201-116-1	Meixian	Liu-2007-201-116	m a k ¹ + k e ⁵³	yuet1238	1236	WHAT	175	
3240	Meixian-Liu-2007-201-116-1	Meixian	Liu-2007-201-116	m a k ¹ + k e ⁵³	yuet1238	1236	WHAT	56	
3241	Meixian-Liu-2007-201-117-1	Meixian	Liu-2007-201-117	s a k ⁵ + tʰ eu ¹¹	yuet1238	857	STONE	180	
3242	Meixian-Liu-2007-201-117-1	Meixian	Liu-2007-201-117	s a k ⁵ + tʰ eu ¹¹	yuet1238	857	STONE	319	
3243	Meixian-Liu-2007-201-118-1	Meixian	Liu-2007-201-118	s u ³¹	yuet1238	1277	HAND	182	
3244	Meixian-Liu-2007-201-119-1	Meixian	Liu-2007-201-119	s u ⁵⁵ + v e ⁰	yuet1238	906	TREE	134	
3245	Meixian-Liu-2007-201-119-1	Meixian	Liu-2007-201-119	s u ⁵⁵ + v e ⁰	yuet1238	906	TREE	67	
3246	Meixian-Liu-2007-201-12-1	Meixian	Liu-2007-201-12	tsʰ o ŋ ⁵³	yuet1238	1261	SING	539	
3247	Meixian-Liu-2007-201-120-1	Meixian	Liu-2007-201-120	s u ⁵³ + pʰ i ¹¹	yuet1238	1204	BARK	134	
3248	Meixian-Liu-2007-201-120-1	Meixian	Liu-2007-201-120	s u ⁵³ + pʰ i ¹¹	yuet1238	1204	BARK	16	
3250	Meixian-Liu-2007-201-121b-1	Meixian	Liu-2007-201-121b	s ɿ ⁵³	yuet1238	1420	COUNT	185	
3251	Meixian-Liu-2007-201-122-1	Meixian	Liu-2007-201-122	m a n ³¹ + ŋ i n ¹¹	yuet1238	1235	WHO	190	
3252	Meixian-Liu-2007-201-122-1	Meixian	Liu-2007-201-122	m a n ³¹ + ŋ i n ¹¹	yuet1238	1235	WHO	38	
3253	Meixian-Liu-2007-201-123-1	Meixian	Liu-2007-201-123	s w i ³¹	yuet1238	948	WATER	194	
3256	Meixian-Liu-2007-201-125-1	Meixian	Liu-2007-201-125	s oi ⁵³	yuet1238	1585	SLEEP	196	
3257	Meixian-Liu-2007-201-126-1	Meixian	Liu-2007-201-126	kʰ i p ¹	yuet1238	1421	SUCK	198	
3258	Meixian-Liu-2007-201-127-1	Meixian	Liu-2007-201-127	k o ŋ ³¹	yuet1238	1458	SAY	210	
3259	Meixian-Liu-2007-201-128-1	Meixian	Liu-2007-201-128	tsʰ a ³¹ + kʰ oi ³³	yuet1238	1437	SPLIT	216	
3260	Meixian-Liu-2007-201-128-1	Meixian	Liu-2007-201-128	tsʰ a ³¹ + kʰ oi ³³	yuet1238	1437	SPLIT	215	
3261	Meixian-Liu-2007-201-129-1	Meixian	Liu-2007-201-129	s ɿ ³¹	yuet1238	1494	DIE	222	
3262	Meixian-Liu-2007-201-13-1	Meixian	Liu-2007-201-13	tsʰ ə n ¹¹	yuet1238	2	DUST	540	
3263	Meixian-Liu-2007-201-130-1	Meixian	Liu-2007-201-130	s i ⁵³	yuet1238	1500	FOUR	225	
3264	Meixian-Liu-2007-201-131-1	Meixian	Liu-2007-201-131	k i ¹¹	yuet1238	1211	HE	229	
3265	Meixian-Liu-2007-201-132-1	Meixian	Liu-2007-201-132	k i ¹¹ + t e n ³³ + ŋ i n ¹¹	yuet1238	817	THEY	229	
3266	Meixian-Liu-2007-201-132-1	Meixian	Liu-2007-201-132	k i ¹¹ + t e n ³³ + ŋ i n ¹¹	yuet1238	817	THEY	235	
3267	Meixian-Liu-2007-201-132-1	Meixian	Liu-2007-201-132	k i ¹¹ + t e n ³³ + ŋ i n ¹¹	yuet1238	817	THEY	38	
3268	Meixian-Liu-2007-201-133-1	Meixian	Liu-2007-201-133	ŋ i t ¹ + tʰ eu ¹¹	yuet1238	1343	SUN	241	
3269	Meixian-Liu-2007-201-133-1	Meixian	Liu-2007-201-133	ŋ i t ¹ + tʰ eu ¹¹	yuet1238	1343	SUN	319	
3270	Meixian-Liu-2007-201-134-1	Meixian	Liu-2007-201-134	m i n ¹¹	yuet1238	1411	LIE (REST)	246	
3271	Meixian-Liu-2007-201-134-2	Meixian	Liu-2007-201-134	tʰ o ŋ ¹¹	yuet1238	1411	LIE (REST)	244	
3272	Meixian-Liu-2007-201-135-1	Meixian	Liu-2007-201-135	tʰ j e n ³³	yuet1238	1225	DAY (NOT NIGHT)	247	
3273	Meixian-Liu-2007-201-136-1	Meixian	Liu-2007-201-136	tʰ j e n ³³ + h o ŋ ⁵³	yuet1238	1732	SKY	247	
3274	Meixian-Liu-2007-201-136-1	Meixian	Liu-2007-201-136	tʰ j e n ³³ + h o ŋ ⁵³	yuet1238	1732	SKY	249	
3275	Meixian-Liu-2007-201-137-1	Meixian	Liu-2007-201-137	tʰ a ŋ ³³	yuet1238	1408	HEAR	252	
3276	Meixian-Liu-2007-201-138-1	Meixian	Liu-2007-201-138	tʰ eu ¹¹ + n a ¹¹	yuet1238	1256	HEAD	79	
3277	Meixian-Liu-2007-201-138-1	Meixian	Liu-2007-201-138	tʰ eu ¹¹ + n a ¹¹	yuet1238	1256	HEAD	261	
3281	Meixian-Liu-2007-201-14-1	Meixian	Liu-2007-201-14	s ə t ⁵	yuet1238	1336	EAT	550	
3282	Meixian-Liu-2007-201-140-1	Meixian	Liu-2007-201-140	tʰ u ³¹ + tʰ i ⁵³	yuet1238	1228	EARTH (SOIL)	264	
3283	Meixian-Liu-2007-201-140-1	Meixian	Liu-2007-201-140	tʰ u ³¹ + tʰ i ⁵³	yuet1238	1228	EARTH (SOIL)	265	
3284	Meixian-Liu-2007-201-141-1	Meixian	Liu-2007-201-141	tʰ w i ⁵³	yuet1238	1440	SPIT	1	
3285	Meixian-Liu-2007-201-142-1	Meixian	Liu-2007-201-142	tʰ w i ³³	yuet1238	1452	PUSH	268	
3286	Meixian-Liu-2007-201-143-1	Meixian	Liu-2007-201-143	tʰ w i ³¹	yuet1238	1297	LEG	275	
3287	Meixian-Liu-2007-201-144-1	Meixian	Liu-2007-201-144	v a t ¹	yuet1238	1418	DIG	280	
3288	Meixian-Liu-2007-201-145-1	Meixian	Liu-2007-201-145	k au ³¹	yuet1238	1413	PLAY	289	
3289	Meixian-Liu-2007-201-145-2	Meixian	Liu-2007-201-145	l j au ⁵³	yuet1238	1413	PLAY	290	
