	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
1554	Kunming-119_that-1	Kunming	119_that	n ə ²¹² + k ə ²¹²	kunm1234	nan	78.0	THAT	888	
1555	Kunming-11_rainbow-1	Kunming	11_rainbow	k ᴀ̃/ã̱ ²¹²	kunm1234	nan	1733.0	RAINBOW	855	
1556	Kunming-120_whatkindof-1	Kunming	120_whatkindof	n ᴀ/a̱ ⁵³ + k ə ²¹²	kunm1234	nan	727.0	WHICH	640	
1557	Kunming-121_how-1	Kunming	121_how	ts ᴀ/a̱ ³¹ + k ə ²¹² + l ə ⁵³	kunm1234	nan	1239.0	HOW	388	
1558	Kunming-122_classifierperson-1	Kunming	122_classifierperson	k ə ²¹²	kunm1234	nan	516.0	PERSON (CLASSIFIER)	288	
1559	Kunming-123_classifierpair-1	Kunming	123_classifierpair	ʂ w ᴀ̃/ã̱ ⁴⁴	kunm1234	nan	2089.0	PAIR (CLASSIFIER)	708	
1560	Kunming-124_classifierpillow-1	Kunming	124_classifierpillow	tsʰ w a ŋ ²¹	kunm1234	nan	2166.0	PILLOW (CLASSIFIER)	682	
1561	Kunming-125_classifiervehicle-1	Kunming	125_classifiervehicle	ʈʂ ᴀ̃/ã̱ ⁴⁴	kunm1234	nan	2167.0	VEHICLE (CLASSIFIER)	402	
1562	Kunming-126_classifiercow-1	Kunming	126_classifiercow	tʰ j ɔ ³¹	kunm1234	nan	2168.0	COW (CLASSIFIER)	716	
1563	Kunming-127_classifierpig-1	Kunming	127_classifierpig	k ə ²¹²	kunm1234	nan	2169.0	PIG (CLASSIFIER)	1034	
1564	Kunming-127_classifierpig-2	Kunming	127_classifierpig	tʰ ə w ³¹	kunm1234	nan	2169.0	PIG (CLASSIFIER)	1137	
1565	Kunming-128_awhile-1	Kunming	128_awhile	x ᴀ/a̱ ²¹²	kunm1234	nan	726.0	WHILE	655	
1566	Kunming-130_on-1	Kunming	130_on	ʂ ᴀ̃/ã̱ ²¹² + ʂ ə w	kunm1234	nan	1741.0	ABOVE	2	
1567	Kunming-130_on-2	Kunming	130_on	k ɔ ⁴⁴ + ʂ ə w ⁵³	kunm1234	nan	1741.0	ABOVE	1069	
1568	Kunming-131_under-1	Kunming	131_under	ɕ j ᴀ/a̱ ²¹² + ʂ ə w	kunm1234	nan	1485.0	BELOW OR UNDER	635	
1569	Kunming-131_under-2	Kunming	131_under	t i ⁵³ + ɕ j ɛ ²¹²	kunm1234	nan	1485.0	BELOW OR UNDER	1117	
1570	Kunming-132_left-1	Kunming	132_left	ts o ⁵³ + ʂ ə w ⁵³ + p j ɛ̃ ⁴⁴	kunm1234	nan	244.0	LEFT	1052	
1571	Kunming-133_right-1	Kunming	133_right	j ə w i əu ²¹² + ʂ ə w ⁵³ + p j ɛ̃ ⁴⁴	kunm1234	nan	1019.0	RIGHT	181	
1572	Kunming-134_inthemiddle-1	Kunming	134_inthemiddle	ʈʂ ə̃ ²¹² + ts o ŋ ⁴⁴ + tɕʰ j ɛ̃ ⁴⁴	kunm1234	nan	nan	nan	1083	
1573	Kunming-135_inside-1	Kunming	135_inside	i ⁵³ + ʂ ə w ⁵³	kunm1234	nan	1606.0	INSIDE	472	
1574	Kunming-136_outside-1	Kunming	136_outside	w æ ²¹² + ʂ ə w ⁵³	kunm1234	nan	762.0	OUTSIDE	10	
1575	Kunming-137_sweet-1	Kunming	137_sweet	tʰ j ɛ̃ ³¹	kunm1234	nan	717.0	SWEET	1177	
1576	Kunming-138_sour-1	Kunming	138_sour	s w ᴀ̃/ã̱ ⁴⁴	kunm1234	nan	1906.0	SOUR	274	
1577	Kunming-139_salty-1	Kunming	139_salty	ɕ j ɛ̃ ³¹	kunm1234	nan	1091.0	SALTY	38	
1578	Kunming-140_watery-1	Kunming	140_watery	t ᴀ̃/ã̱ ²¹²	kunm1234	nan	2181.0	LIGHT (IN TASTE)	1101	
1579	Kunming-141_fat-1	Kunming	141_fat	pʰ ᴀ̃/ã̱ ²¹²	kunm1234	nan	1279.0	FAT (OBESE)	102	
1580	Kunming-142_thin-1	Kunming	142_thin	s ə w ²¹²	kunm1234	nan	1400.0	THIN (SLIM)	683	
1581	Kunming-143_cold-1	Kunming	143_cold	l ə̃ ⁵³	kunm1234	nan	1287.0	COLD	177	
1582	Kunming-144_hot-1	Kunming	144_hot	ʐ ə ³¹	kunm1234	nan	1286.0	HOT	834	
1583	Kunming-144_hot-2	Kunming	144_hot	ʐ ə ³¹ + x o ³¹	kunm1234	nan	1286.0	HOT	1067	
1584	Kunming-144_hot-3	Kunming	144_hot	ʐ ə ³¹ + x u ⁴⁴	kunm1234	nan	1286.0	HOT	96	
1585	Kunming-145_wellsmelling-1	Kunming	145_wellsmelling	ɕ j ᴀ̃/ã̱ ⁴⁴	kunm1234	nan	376.0	FRAGRANT	1092	
1586	Kunming-146_stinky-1	Kunming	146_stinky	ʈʂʰ ə w ²¹²	kunm1234	nan	42.0	STINKING	133	
1587	Kunming-147_thick-1	Kunming	147_thick	tsʰ u ⁴⁴	kunm1234	nan	1244.0	THICK	1146	
1588	Kunming-148_tiny-1	Kunming	148_tiny	ɕ i ²¹²	kunm1234	nan	1246.0	SMALL	967	
1589	Kunming-149_long-1	Kunming	149_long	ʈʂʰ ᴀ̃/ã̱ ³¹	kunm1234	nan	1203.0	LONG	552	
1590	Kunming-150_short-1	Kunming	150_short	t w ᴀ̃/ã̱ ⁵³	kunm1234	nan	1645.0	SHORT	868	
1591	Kunming-151_dirty-1	Kunming	151_dirty	ts ᴀ̃/ã̱ ⁴⁴	kunm1234	nan	1230.0	DIRTY	959	
1592	Kunming-151_dirty-2	Kunming	151_dirty	ts ᴀ̃/ã̱ ⁴⁴ + p ᴀ/a̱ ⁴⁴ + l ᴀ/a̱ ⁴⁴ + ʂ ʅ ⁴⁴	kunm1234	nan	1230.0	DIRTY	394	
1593	Kunming-152_clean-1	Kunming	152_clean	k ᴀ̃/ã̱ ⁴⁴ + tɕ ĩ ²¹²	kunm1234	nan	704.0	CLEAN	748	
1594	Kunming-153_cheap-1	Kunming	153_cheap	ɕ j ᴀ̃/ã̱ ⁴⁴ + ĩ ⁴⁴	kunm1234	nan	1887.0	CHEAP	7	
1595	Kunming-156_justright-1	Kunming	156_justright	k ᴀ̃/ã̱ ⁴⁴ + x ɔ ⁵³	kunm1234	nan	1725.0	CORRECT (RIGHT)	733	
1596	Kunming-156_justright-2	Kunming	156_justright	tɕ j ᴀ̃/ã̱ ⁴⁴ + x o ³¹ + ʂ ʅ ²¹²	kunm1234	nan	1725.0	CORRECT (RIGHT)	865	
1597	Kunming-157_and-1	Kunming	157_and	æ ⁴⁴	kunm1234	nan	1577.0	AND	1178	
1598	Kunming-157_and-2	Kunming	157_and	t ᴀ/a̱ ³¹	kunm1234	nan	1577.0	AND	385	
1599	Kunming-158_only-1	Kunming	158_only	ʈʂ ʅ ⁵³	kunm1234	nan	1580.0	ONLY	597	
1600	Kunming-159_from-1	Kunming	159_from	tsʰ o ŋ ³¹	kunm1234	nan	693.0	FROM	1086	
1601	Kunming-15_thisyear-1	Kunming	15_thisyear	tɕ ĩ ⁴⁴ + n j ɛ̃ ³¹	kunm1234	nan	513.0	THIS YEAR	760	
1602	Kunming-160_insteadof-1	Kunming	160_insteadof	æ ⁴⁴	kunm1234	nan	1652.0	INSTEAD	1178	
1603	Kunming-161_take-1	Kunming	161_take	n ᴀ/a̱ ³¹	kunm1234	nan	1749.0	TAKE	1103	
1604	Kunming-162_onpurpose-1	Kunming	162_onpurpose	p ᴀ/a̱ ²¹² + i ²¹²	kunm1234	nan	1031.0	ON PURPOSE	213	
1605	Kunming-162_onpurpose-2	Kunming	162_onpurpose	k u ²¹² + i ²¹²	kunm1234	nan	1031.0	ON PURPOSE	59	
1606	Kunming-163_one-1	Kunming	163_one	i ³¹	kunm1234	nan	1493.0	ONE	637	
1607	Kunming-164_two-1	Kunming	164_two	ə ²¹²	kunm1234	nan	1498.0	TWO	1106	
1608	Kunming-165_three-1	Kunming	165_three	s ᴀ̃/ã̱ ⁴⁴	kunm1234	nan	492.0	THREE	196	
1609	Kunming-166_four-1	Kunming	166_four	s ɿ ²¹²	kunm1234	nan	1500.0	FOUR	1156	
1610	Kunming-167_five-1	Kunming	167_five	u ⁵³	kunm1234	nan	493.0	FIVE	193	
1611	Kunming-168_six-1	Kunming	168_six	l u ³¹	kunm1234	nan	1703.0	SIX	813	
1612	Kunming-169_seven-1	Kunming	169_seven	tɕʰ i ³¹	kunm1234	nan	1704.0	SEVEN	500	
1613	Kunming-170_eight-1	Kunming	170_eight	p ᴀ/a̱ ³¹	kunm1234	nan	1705.0	EIGHT	782	
1614	Kunming-171_nine-1	Kunming	171_nine	tɕ j ə w i əu ⁵³	kunm1234	nan	1483.0	NINE	292	
1615	Kunming-172_ten-1	Kunming	172_ten	ʂ ʅ ³¹	kunm1234	nan	1515.0	TEN	805	
1616	Kunming-173_eleven-1	Kunming	173_eleven	ʂ ʅ ³¹ + i ³¹	kunm1234	nan	1706.0	ELEVEN	49	
1617	Kunming-177_first-1	Kunming	177_first	t i ²¹² + i ³¹	kunm1234	nan	728.0	FIRST	23	
1618	Kunming-178_second-1	Kunming	178_second	t i ²¹² + ə ²¹²	kunm1234	nan	1384.0	SECOND	753	
1619	Kunming-180_twoounces-1	Kunming	180_twoounces	ə ²¹² + l j ᴀ̃/ã̱ ⁵³	kunm1234	nan	2180.0	TWO OUNCES	287	
1620	Kunming-1_sun-1	Kunming	1_sun	tʰ æ ²¹² + j ᴀ̃/ã̱ ³¹	kunm1234	nan	1343.0	SUN	469	
1621	Kunming-1_sun-2	Kunming	1_sun	ʐ ə ³¹ + tʰ ə w ³¹	kunm1234	nan	1343.0	SUN	184	
1622	Kunming-20_today-1	Kunming	20_today	tɕ j ə ⁴⁴ + ʐ ʅ ³¹	kunm1234	nan	1283.0	TODAY	19	
1623	Kunming-22_wheat-1	Kunming	22_wheat	m ə ³¹ + ts ɿ ⁵³	kunm1234	nan	1077.0	WHEAT	939	
1624	Kunming-2315_cook-1	Kunming	2315_cook	ʈʂʰ u ³¹ + ts ɿ ⁵³	kunm1234	nan	2315.0	COOK (PERSON)	523	
1625	Kunming-24_sunflower-1	Kunming	24_sunflower	ʈʂʰ ³¹ + j ᴀ̃/ã̱ ³¹ + p ĩ ⁵³	kunm1234	nan	1956.0	SUNFLOWER	1121	
1626	Kunming-25_spinach-1	Kunming	25_spinach	p o ⁴⁴ + tsʰ æ ²¹²	kunm1234	nan	975.0	SPINACH	249	
1627	Kunming-26_cabbage-1	Kunming	26_cabbage	l j ɛ̃ ³¹ + x w ᴀ/a̱ ⁴⁴ + p ə ³¹	kunm1234	nan	774.0	CABBAGE	313	
1628	Kunming-29_sweetpotato-1	Kunming	29_sweetpotato	p ə ³¹ + ʈʂʰ u ⁵³	kunm1234	nan	159.0	SWEET POTATO	325	
1629	Kunming-2_moon-1	Kunming	2_moon	j ɛ ³¹ + l j ᴀ̃/ã̱ ²¹²	kunm1234	nan	1313.0	MOON	659	
1630	Kunming-2_moon-2	Kunming	2_moon	tʰ æ ²¹² + ĩ ⁴⁴	kunm1234	nan	1313.0	MOON	469	
1631	Kunming-32_pig-1	Kunming	32_pig	ʈʂ u ⁴⁴	kunm1234	nan	1337.0	PIG	558	
1632	Kunming-35_rooster-1	Kunming	35_rooster	k o ŋ ⁴⁴ + tɕ i ⁴⁴	kunm1234	nan	1511.0	ROOSTER	412	
1633	Kunming-36_chicken-1	Kunming	36_chicken	m u ⁵³ + tɕ i ⁴⁴	kunm1234	nan	1318.0	CHICKEN	1127	
1634	Kunming-37_sparrow-1	Kunming	37_sparrow	k u ³¹ + tɕʰ j o ³¹	kunm1234	nan	1854.0	SPARROW	61	
1635	Kunming-37_sparrow-2	Kunming	37_sparrow	m ᴀ/a̱ ³¹ + tɕʰ j o ³¹	kunm1234	nan	1854.0	SPARROW	91	
1636	Kunming-38_mouse-1	Kunming	38_mouse	l ɔ ⁵³ + ʈʂʰ u ⁵³	kunm1234	nan	1491.0	MOUSE	946	
1637	Kunming-39_bedbug-1	Kunming	39_bedbug	p i ³¹ + s ə ³¹	kunm1234	nan	1949.0	BEDBUG	988	
1638	Kunming-3_star-1	Kunming	3_star	ɕ ĩ ⁴⁴ + ɕ j ə w i əu ²¹²	kunm1234	nan	1430.0	STAR	6	
1639	Kunming-40_house-1	Kunming	40_house	f ᴀ̃/ã̱ ³¹ + ts ɿ ⁵³	kunm1234	nan	1252.0	HOUSE	1003	
1640	Kunming-42_window-1	Kunming	42_window	ʈʂʰ w ᴀ̃/ã̱ ⁴⁴ + x o ŋ ⁴⁴	kunm1234	nan	1375.0	WINDOW	1149	
1641	Kunming-43_doorsills-1	Kunming	43_doorsills	m ə̃ ³¹ + kʰ ᴀ̃/ã̱ ⁵³	kunm1234	nan	2185.0	DOORSILLS	612	
1642	Kunming-45_kitchen-1	Kunming	45_kitchen	ts ɔ ²¹² + f ᴀ̃/ã̱ ³¹	kunm1234	nan	1365.0	KITCHEN	705	
1643	Kunming-46_chimney-1	Kunming	46_chimney	j ɛ̃ ⁴⁴ + tsʰ o ŋ ⁴⁴	kunm1234	nan	1305.0	CHIMNEY	307	
1644	Kunming-47_table-1	Kunming	47_table	ʈʂ o ³¹ + ts ɿ ⁵³	kunm1234	nan	1775.0	TABLE	718	
1645	Kunming-48_stairs-1	Kunming	48_stairs	l ə w ³¹ + tʰ i ⁴⁴	kunm1234	nan	34.0	STAIRS	1035	
1646	Kunming-49_head-1	Kunming	49_head	n ɔ ⁵³ + kʰ o ³¹	kunm1234	nan	1256.0	HEAD	937	
1647	Kunming-4_thunderverb-1	Kunming	4_thunderverb	ʂ ə̃ ⁴⁴ + l w e j u/w e i ³¹	kunm1234	nan	2378.0	THUNDER (VERB)	1088	
1648	Kunming-50_forehead-1	Kunming	50_forehead	n ɔ ⁵³ + m ə̃ ³¹	kunm1234	nan	123.0	FOREHEAD	717	
1649	Kunming-50_forehead-2	Kunming	50_forehead	ə ³¹ + l ə ⁴⁴ + tʰ ə w ³¹	kunm1234	nan	123.0	FOREHEAD	111	
1650	Kunming-51_face-1	Kunming	51_face	l j ɛ̃ ⁵³	kunm1234	nan	1560.0	FACE	896	
1651	Kunming-52_nose-1	Kunming	52_nose	p i ³¹ + ts ɿ ⁵³	kunm1234	nan	1221.0	NOSE	28	
1652	Kunming-53_neck-1	Kunming	53_neck	p o ³¹ + ts ɿ ⁵³	kunm1234	nan	1333.0	NECK	502	
1653	Kunming-54_lefthand-1	Kunming	54_lefthand	ts o ⁵³ + ʂ ə w ⁵³	kunm1234	nan	2182.0	LEFT HAND	1080	
1654	Kunming-55_righthand-1	Kunming	55_righthand	j ə w i əu ²¹² + ʂ ə w ⁵³	kunm1234	nan	2183.0	RIGHT HAND	181	
1655	Kunming-56_fist-1	Kunming	56_fist	ʈʂʰ w e j u/w e i ³¹ + tʰ ə w ³¹	kunm1234	nan	1473.0	FIST	1032	
1656	Kunming-57_forefinger-1	Kunming	57_forefinger	ʂ ə w ⁵³ + ʈʂ ʅ ³¹ + tʰ ə w ³¹	kunm1234	nan	577.0	FOREFINGER	853	
1657	Kunming-58_fingernail-1	Kunming	58_fingernail	ʈʂ ʅ ³¹ + tɕ j ᴀ/a̱ ³¹	kunm1234	nan	1258.0	FINGERNAIL	120	
1658	Kunming-59_knee-1	Kunming	59_knee	kʰ ə ³¹ + ɕ i ³¹ + tʰ ə w ³¹	kunm1234	nan	1371.0	KNEE	326	
1659	Kunming-5_flashverb-1	Kunming	5_flashverb	ʈʂʰ ə ⁵³ + ʂ ᴀ̃/ã̱ ⁵³	kunm1234	nan	2377.0	FLASH (VERB)	885	
1660	Kunming-60_leg-1	Kunming	60_leg	tʰ w e j u/w e i ⁵³ + t u ²¹² + p ɔ ⁴⁴	kunm1234	nan	1297.0	LEG	449	
1661	Kunming-60_leg-2	Kunming	60_leg	tɕ j o ³¹ + k ə ³¹	kunm1234	nan	1297.0	LEG	609	
1662	Kunming-61_father-1	Kunming	61_father	t j ɛ ⁴⁴	kunm1234	nan	1217.0	FATHER	264	
1663	Kunming-62_mother-1	Kunming	62_mother	m ᴀ/a̱ ⁴⁴	kunm1234	nan	1216.0	MOTHER	35	
1664	Kunming-62_mother-2	Kunming	62_mother	m o ⁴⁴	kunm1234	nan	1216.0	MOTHER	1054	
1665	Kunming-6_rain-1	Kunming	6_rain	ɕ j ᴀ/a̱ ²¹² + i ⁵³	kunm1234	nan	1253.0	RAIN (RAINING)	140	
1666	Kunming-73_husband-1	Kunming	73_husband	n ᴀ̃/ã̱ ³¹ + ʐ ə̃ ³¹	kunm1234	nan	1200.0	HUSBAND	1006	
1667	Kunming-73_husband-2	Kunming	73_husband	l ɔ ⁵³ + k w ə ⁴⁴	kunm1234	nan	1200.0	HUSBAND	350	
1668	Kunming-73_husband-3	Kunming	73_husband	n ᴀ̃/ã̱ ³¹ + n ə ⁴⁴	kunm1234	nan	1200.0	HUSBAND	321	
1669	Kunming-74_wife-1	Kunming	74_wife	pʰ o ³¹ + n j ᴀ̃/ã̱ ³¹	kunm1234	nan	1199.0	WIFE	1104	
1670	Kunming-74_wife-2	Kunming	74_wife	l ɔ ⁵³ + pʰ o ³¹	kunm1234	nan	1199.0	WIFE	594	
1671	Kunming-74_wife-3	Kunming	74_wife	ɕ i ³¹ + f u ²¹²	kunm1234	nan	1199.0	WIFE	528	
1672	Kunming-74_wife-4	Kunming	74_wife	n i ⁵³ + ʐ ə̃ ³¹	kunm1234	nan	1199.0	WIFE	485	
1673	Kunming-74_wife-5	Kunming	74_wife	n i ⁵³ + n ə ⁴⁴	kunm1234	nan	1199.0	WIFE	746	
1674	Kunming-74_wife-6	Kunming	74_wife	tɕ j ᴀ/a̱ ⁴⁴ + ʂ ə w ⁵³ + n ə ⁴⁴	kunm1234	nan	1199.0	WIFE	108	
1675	Kunming-75_son-1	Kunming	75_son	ə ³¹ + ts ɿ ⁵³	kunm1234	nan	1620.0	SON	1127	
1676	Kunming-76_daughter-1	Kunming	76_daughter	n w ə ³¹	kunm1234	nan	1357.0	DAUGHTER	365	
1677	Kunming-77_breakfast-1	Kunming	77_breakfast	ts ɔ ⁵³ + t j ɛ̃ ⁵³	kunm1234	nan	1322.0	BREAKFAST	286	
1678	Kunming-78_lunch-1	Kunming	78_lunch	ts ɔ ⁵³ + f ᴀ̃/ã̱ ²¹²	kunm1234	nan	768.0	LUNCH	481	
1679	Kunming-79_supper-1	Kunming	79_supper	w ᴀ̃/ã̱ ⁵³ + f ᴀ̃/ã̱ ²¹²	kunm1234	nan	1833.0	DINNER (SUPPER)	852	
1680	Kunming-7_snow-1	Kunming	7_snow	ɕ j ᴀ/a̱ ²¹² + ɕ j ɛ ³¹	kunm1234	nan	1255.0	SNOWING	139	
1681	Kunming-80_noodles-1	Kunming	80_noodles	m j ɛ̃ ²¹²	kunm1234	nan	973.0	NOODLE	229	
1682	Kunming-85_soyasauce-1	Kunming	85_soyasauce	tɕʰ ĩ ⁴⁴ + tɕ j ᴀ̃/ã̱ ²¹²	kunm1234	nan	1968.0	SOYA SAUCE	931	
1683	Kunming-85_soyasauce-2	Kunming	85_soyasauce	tɕ j ᴀ̃/ã̱ ²¹² + j ə w i əu ³¹	kunm1234	nan	1968.0	SOYA SAUCE	279	
1684	Kunming-86_salt-1	Kunming	86_salt	j ɛ̃ ³¹ + p ᴀ/a̱ ⁴⁴	kunm1234	nan	1274.0	SALT	1132	
1685	Kunming-87_chopsticks-1	Kunming	87_chopsticks	kʰ w ə ²¹² + ə ³¹	kunm1234	nan	1987.0	CHOPSTICKS	1127	
1686	Kunming-88_spoon-1	Kunming	88_spoon	tʰ j ɔ ³¹ + k ə̃ ⁴⁴	kunm1234	nan	1378.0	SPOON	85	
1687	Kunming-88_spoon-2	Kunming	88_spoon	ʂ o ³¹	kunm1234	nan	1378.0	SPOON	298	
1688	Kunming-89_man-1	Kunming	89_man	n ᴀ̃/ã̱ ³¹ + n ə ⁴⁴	kunm1234	nan	1554.0	MAN	321	
1689	Kunming-8_hail-1	Kunming	8_hail	p ĩ ⁴⁴ + p ɔ ²¹²	kunm1234	nan	609.0	HAIL	31	
1690	Kunming-8_hail-2	Kunming	8_hail	ɕ j ɛ ³¹ + t ᴀ̃/ã̱ ²¹² + ts ɿ	kunm1234	nan	609.0	HAIL	836	
1691	Kunming-8_hail-3	Kunming	8_hail	ɕ j ɛ ³¹ + p o ³¹ + ts ɿ ⁵³	kunm1234	nan	609.0	HAIL	252	
1692	Kunming-90_woman-1	Kunming	90_woman	n i ⁵³ + n ə ⁴⁴	kunm1234	nan	962.0	WOMAN	746	
1693	Kunming-91_boy-1	Kunming	91_boy	n ᴀ̃/ã̱ ³¹ + w ᴀ/a̱ ³¹ + w ᴀ/a̱ ³¹	kunm1234	nan	1366.0	BOY	747	
1694	Kunming-91_boy-2	Kunming	91_boy	x o ⁵³ + ts ɿ ⁴⁴	kunm1234	nan	1366.0	BOY	858	
1695	Kunming-91_boy-3	Kunming	91_boy	ə ³¹ + ts ɿ ⁵³	kunm1234	nan	1366.0	BOY	1127	
1696	Kunming-92_girl-1	Kunming	92_girl	n i ⁵³ + w ᴀ/a̱ ³¹ + w ᴀ/a̱ ³¹	kunm1234	nan	1646.0	GIRL	747	
1697	Kunming-92_girl-2	Kunming	92_girl	k u ⁴⁴ + n j ᴀ̃/ã̱ ⁴⁴	kunm1234	nan	1646.0	GIRL	461	
1698	Kunming-93_oldman-1	Kunming	93_oldman	l ɔ ⁵³ + k w ə ⁴⁴	kunm1234	nan	406.0	OLD MAN	350	
1699	Kunming-94_doctor-1	Kunming	94_doctor	i ⁴⁴ + s ə̃ ⁴⁴	kunm1234	nan	597.0	PHYSICIAN	822	
1700	Kunming-96_beggar-1	Kunming	96_beggar	x w ᴀ/a̱ ⁴⁴ + ts ɿ ⁵³	kunm1234	nan	1934.0	BEGGAR	794	
1701	Kunming-96_beggar-2	Kunming	96_beggar	j ɔ ²¹² + f ᴀ̃/ã̱ ²¹² + n ə ⁴⁴	kunm1234	nan	1934.0	BEGGAR	22	
1702	Kunming-97_nurse-1	Kunming	97_nurse	p ɔ ⁵³ + m u ⁵³	kunm1234	nan	1104.0	NURSE	378	
1703	Kunming-98_becomesick-1	Kunming	98_becomesick	p ĩ ²¹² + l ə ⁵³	kunm1234	nan	1847.0	SICK	141	
1704	Kunming-98_becomesick-2	Kunming	98_becomesick	p u ³¹ + x ɔ ⁵³ + l ə ⁵³	kunm1234	nan	1847.0	SICK	579	
1705	Kunming-99_catchacold-1	Kunming	99_catchacold	ʂ ᴀ̃/ã̱ ⁴⁴ + f o ŋ ⁴⁴	kunm1234	nan	2184.0	CATCH A COLD	240	
1706	Kunming-99_catchacold-2	Kunming	99_catchacold	l ə̃ ⁵³ + ʈʂ o ³¹ + l ə ⁵³	kunm1234	nan	2184.0	CATCH A COLD	354	
1707	Kunming-9_freeze-1	Kunming	9_freeze	tɕ j ɛ ³¹ + p ĩ ⁴⁴	kunm1234	nan	1431.0	FREEZE	711	
1708	Meixian-102_humpback-1	Meixian	102_humpback	tʰ o ¹¹ + p o j ⁵³ + j e	yuet1238	nan	99.0	HUNCHBACK	174	
1709	Meixian-103_die-1	Meixian	103_die	s i ³¹ + pʰ e t ¹ + l e	yuet1238	nan	1494.0	DIE	1000	
1710	Meixian-106_thou-1	Meixian	106_thou	n̩ ¹¹	yuet1238	nan	1215.0	THOU	1185	
1711	Meixian-107_he-1	Meixian	107_he	k i ¹¹	yuet1238	nan	1211.0	HE	1102	
1712	Meixian-109_you-1	Meixian	109_you	n̩ ¹¹ + t e n ⁴⁴ + ŋ i n ¹¹	yuet1238	nan	1213.0	YOU	1093	
1713	Meixian-10_blow-1	Meixian	10_blow	h i ³¹ + f u ŋ ⁴⁴	yuet1238	nan	175.0	BLOW (OF WIND)	833	
1714	Meixian-110_they-1	Meixian	110_they	k i ¹¹ + t e n ⁴⁴ + ŋ i n ¹¹	yuet1238	nan	817.0	THEY	976	
1715	Meixian-112_self-1	Meixian	112_self	tsʰ ɿ ⁵³ + k a ⁴⁴	yuet1238	nan	1993.0	SELF	727	
1716	Meixian-114_what-1	Meixian	114_what	m a k ¹ + k e ⁵³	yuet1238	nan	1236.0	WHAT	942	
1717	Meixian-11_rainbow-1	Meixian	11_rainbow	tʰ j e n ⁴⁴ + k j u ŋ ⁴⁴	yuet1238	nan	1733.0	RAINBOW	894	
1718	Meixian-121_how-1	Meixian	121_how	ŋ j o ŋ ⁵³ + ŋ e	yuet1238	nan	1239.0	HOW	1061	
1719	Meixian-122_classifierperson-1	Meixian	122_classifierperson	k e ⁵³	yuet1238	nan	516.0	PERSON (CLASSIFIER)	288	
1720	Meixian-123_classifierpair-1	Meixian	123_classifierpair	s u ŋ ⁴⁴	yuet1238	nan	2089.0	PAIR (CLASSIFIER)	708	
1721	Meixian-124_classifierpillow-1	Meixian	124_classifierpillow	f o n ⁴⁴	yuet1238	nan	2166.0	PILLOW (CLASSIFIER)	877	
1722	Meixian-125_classifiervehicle-1	Meixian	125_classifiervehicle	l j o ŋ ¹¹	yuet1238	nan	2167.0	VEHICLE (CLASSIFIER)	763	
1723	Meixian-126_classifiercow-1	Meixian	126_classifiercow	tʰ j a w i a u ¹¹	yuet1238	nan	2168.0	COW (CLASSIFIER)	716	
1724	Meixian-127_classifierpig-1	Meixian	127_classifierpig	tʰ j a w i a u ¹¹	yuet1238	nan	2169.0	PIG (CLASSIFIER)	758	
1725	Meixian-128_awhile-1	Meixian	128_awhile	h a ⁵³	yuet1238	nan	726.0	WHILE	655	
1726	Meixian-130_on-1	Meixian	130_on	s o ŋ ⁵³ + p o j ⁵³	yuet1238	nan	1741.0	ABOVE	1021	
1727	Meixian-131_under-1	Meixian	131_under	h a ⁴⁴ + p o j ⁵³	yuet1238	nan	1485.0	BELOW OR UNDER	881	
1728	Meixian-132_left-1	Meixian	132_left	ts o ³¹ + pʰ j e n ³¹	yuet1238	nan	244.0	LEFT	319	
1729	Meixian-133_right-1	Meixian	133_right	j u ⁵³ + pʰ j e n ³¹	yuet1238	nan	1019.0	RIGHT	832	
1730	Meixian-134_inthemiddle-1	Meixian	134_inthemiddle	ts u ŋ ⁴⁴ + k j a n ⁴⁴	yuet1238	nan	nan	nan	1083	
1731	Meixian-135_inside-1	Meixian	135_inside	t i ⁴⁴ + t u ³¹ + v e	yuet1238	nan	1606.0	INSIDE	21	
1732	Meixian-136_outside-1	Meixian	136_outside	ŋ o j ⁵³ + p o j ⁵³	yuet1238	nan	762.0	OUTSIDE	1017	
1733	Meixian-137_sweet-1	Meixian	137_sweet	tʰ j a m ¹¹	yuet1238	nan	717.0	SWEET	1177	
1734	Meixian-138_sour-1	Meixian	138_sour	s o n ⁴⁴	yuet1238	nan	1906.0	SOUR	274	
1735	Meixian-139_salty-1	Meixian	139_salty	h a m ¹¹	yuet1238	nan	1091.0	SALTY	38	
1736	Meixian-140_watery-1	Meixian	140_watery	tʰ a m ⁴⁴	yuet1238	nan	2181.0	LIGHT (IN TASTE)	1101	
1737	Meixian-141_fat-1	Meixian	141_fat	pʰ i ¹¹	yuet1238	nan	1279.0	FAT (OBESE)	941	
1738	Meixian-142_thin-1	Meixian	142_thin	s e w ⁵³	yuet1238	nan	1400.0	THIN (SLIM)	683	
1739	Meixian-143_cold-1	Meixian	143_cold	h o n ¹¹	yuet1238	nan	1287.0	COLD	44	
1740	Meixian-144_hot-1	Meixian	144_hot	ŋ j a t ⁵	yuet1238	nan	1286.0	HOT	834	
