	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
3152	Loudi-Liu-2007-201-62-1	Loudi	Liu-2007-201-62	tɕ i ⁴⁴ + d ã ¹¹	loud1234	744	EGG	673	
3153	Loudi-Liu-2007-201-62-1	Loudi	Liu-2007-201-62	tɕ i ⁴⁴ + d ã ¹¹	loud1234	744	EGG	674	
3155	Loudi-Liu-2007-201-64-1	Loudi	Liu-2007-201-64	k o ¹³	loud1234	1393	HORN (ANATOMY)	568	
3156	Loudi-Liu-2007-201-65-1	Loudi	Liu-2007-201-65	d j o ¹³	loud1234	1301	FOOT	277	
3161	Loudi-Liu-2007-201-69-1	Loudi	Liu-2007-201-69	kʰ ẽ ³⁵ + tɕ j æ ³⁵	loud1234	1409	SEE	689	
3162	Loudi-Liu-2007-201-69-1	Loudi	Liu-2007-201-69	kʰ ẽ ³⁵ + tɕ j æ ³⁵	loud1234	1409	SEE	253	
3163	Loudi-Liu-2007-201-7-1	Loudi	Liu-2007-201-7	pʰ u ¹³	loud1234	1240	NOT	98	
3170	Loudi-Liu-2007-201-73-1	Loudi	Liu-2007-201-73	l e ¹³	loud1234	1446	COME	703	
3172	Loudi-Liu-2007-201-75-1	Loudi	Liu-2007-201-75	n j ɔ̃ ⁴²	loud1234	1287	COLD	391	
3175	Loudi-Liu-2007-201-78-1	Loudi	Liu-2007-201-78	l ɤu ³⁵	loud1234	1425	GREEN	709	
3176	Loudi-Liu-2007-201-79-1	Loudi	Liu-2007-201-79	m ẽ ⁴²	loud1234	1429	FULL	710	
3178	Loudi-Liu-2007-201-80-1	Loudi	Liu-2007-201-80	m j ɔ̃ ¹³ + dz ɿ ¹¹	loud1234	1405	NAME	712	
3179	Loudi-Liu-2007-201-80-1	Loudi	Liu-2007-201-80	m j ɔ̃ ¹³ + dz ɿ ¹¹	loud1234	1405	NAME	469	
3185	Loudi-Liu-2007-201-84-1	Loudi	Liu-2007-201-84	l o ¹¹	loud1234	78	THAT	261	
3188	Loudi-Liu-2007-201-86-1	Loudi	Liu-2007-201-86	n ã ¹³ + n i n ¹³ + k a ⁴⁴	loud1234	1554	MAN	471	
3189	Loudi-Liu-2007-201-86-1	Loudi	Liu-2007-201-86	n ã ¹³ + n i n ¹³ + k a ⁴⁴	loud1234	1554	MAN	38	
3190	Loudi-Liu-2007-201-86-1	Loudi	Liu-2007-201-86	n ã ¹³ + n i n ¹³ + k a ⁴⁴	loud1234	1554	MAN	42	
3191	Loudi-Liu-2007-201-87-1	Loudi	Liu-2007-201-87	n̩ ⁴²	loud1234	1215	THOU	771	
3193	Loudi-Liu-2007-201-89-1	Loudi	Liu-2007-201-89	t j ɤ ⁴² + tɕ i ³⁵	loud1234	937	BIRD	745	
3194	Loudi-Liu-2007-201-89-1	Loudi	Liu-2007-201-89	t j ɤ ⁴² + tɕ i ³⁵	loud1234	937	BIRD	747	
3196	Loudi-Liu-2007-201-90-1	Loudi	Liu-2007-201-90	n y ⁴² + n i n ¹³ + k a ⁰	loud1234	962	WOMAN	39	
3197	Loudi-Liu-2007-201-90-1	Loudi	Liu-2007-201-90	n y ⁴² + n i n ¹³ + k a ⁰	loud1234	962	WOMAN	38	
3198	Loudi-Liu-2007-201-90-1	Loudi	Liu-2007-201-90	n y ⁴² + n i n ¹³ + k a ⁰	loud1234	962	WOMAN	42	
3203	Loudi-Liu-2007-201-93-1	Loudi	Liu-2007-201-93	pʰ i ¹³	loud1234	763	SKIN	16	
3208	Loudi-Liu-2007-201-97-1	Loudi	Liu-2007-201-97	dz w ĩ ¹³ + b u ¹¹	loud1234	98	ALL	54	
3209	Loudi-Liu-2007-201-97-1	Loudi	Liu-2007-201-97	dz w ĩ ¹³ + b u ¹¹	loud1234	98	ALL	55	
3211	Loudi-Liu-2007-201-99-1	Loudi	Liu-2007-201-99	n i n ¹³	loud1234	683	PERSON	38	
3212	Meixian-Liu-2007-201-1-1	Meixian	Liu-2007-201-1	pʰ a k ⁵	yuet1238	1335	WHITE	71	
3213	Meixian-Liu-2007-201-10-1	Meixian	Liu-2007-201-10	tsʰ o ŋ ¹¹	yuet1238	1203	LONG	112	
3218	Meixian-Liu-2007-201-103-1	Meixian	Liu-2007-201-103	n e n ⁵³ + k u ³³	yuet1238	1402	BREAST	128	
3219	Meixian-Liu-2007-201-103-1	Meixian	Liu-2007-201-103	n e n ⁵³ + k u ³³	yuet1238	1402	BREAST	130	
3223	Meixian-Liu-2007-201-106-1	Meixian	Liu-2007-201-106	s a t ¹	yuet1238	1417	KILL	135	
3224	Meixian-Liu-2007-201-107-1	Meixian	Liu-2007-201-107	s a ³³ + v e ⁰	yuet1238	671	SAND	138	
3225	Meixian-Liu-2007-201-107-1	Meixian	Liu-2007-201-107	s a ³³ + v e ⁰	yuet1238	671	SAND	827	
3226	Meixian-Liu-2007-201-108-1	Meixian	Liu-2007-201-108	s a n ³³	yuet1238	639	MOUNTAIN	139	
3227	Meixian-Liu-2007-201-109-1	Meixian	Liu-2007-201-109	s au ³³	yuet1238	2102	BURN	140	
3231	Meixian-Liu-2007-201-111-1	Meixian	Liu-2007-201-111	s a t ⁵ + m a ¹¹	yuet1238	1205	TONGUE	143	
3232	Meixian-Liu-2007-201-111-1	Meixian	Liu-2007-201-111	s a t ⁵ + m a ¹¹	yuet1238	1205	TONGUE	146	
3236	Meixian-Liu-2007-201-114-1	Meixian	Liu-2007-201-114	s e t ¹ + m a ¹¹	yuet1238	1392	LOUSE	155	
3237	Meixian-Liu-2007-201-114-1	Meixian	Liu-2007-201-114	s e t ¹ + m a ¹¹	yuet1238	1392	LOUSE	146	
3239	Meixian-Liu-2007-201-116-1	Meixian	Liu-2007-201-116	m a k ¹ + k e ⁵³	yuet1238	1236	WHAT	175	
3240	Meixian-Liu-2007-201-116-1	Meixian	Liu-2007-201-116	m a k ¹ + k e ⁵³	yuet1238	1236	WHAT	56	
3241	Meixian-Liu-2007-201-117-1	Meixian	Liu-2007-201-117	s a k ⁵ + tʰ eu ¹¹	yuet1238	857	STONE	180	
3242	Meixian-Liu-2007-201-117-1	Meixian	Liu-2007-201-117	s a k ⁵ + tʰ eu ¹¹	yuet1238	857	STONE	319	
3243	Meixian-Liu-2007-201-118-1	Meixian	Liu-2007-201-118	s u ³¹	yuet1238	1277	HAND	182	
3244	Meixian-Liu-2007-201-119-1	Meixian	Liu-2007-201-119	s u ⁵⁵ + v e ⁰	yuet1238	906	TREE	134	
3245	Meixian-Liu-2007-201-119-1	Meixian	Liu-2007-201-119	s u ⁵⁵ + v e ⁰	yuet1238	906	TREE	67	
3247	Meixian-Liu-2007-201-120-1	Meixian	Liu-2007-201-120	s u ⁵³ + pʰ i ¹¹	yuet1238	1204	BARK	134	
3248	Meixian-Liu-2007-201-120-1	Meixian	Liu-2007-201-120	s u ⁵³ + pʰ i ¹¹	yuet1238	1204	BARK	16	
3251	Meixian-Liu-2007-201-122-1	Meixian	Liu-2007-201-122	m a n ³¹ + ŋ i n ¹¹	yuet1238	1235	WHO	190	
3252	Meixian-Liu-2007-201-122-1	Meixian	Liu-2007-201-122	m a n ³¹ + ŋ i n ¹¹	yuet1238	1235	WHO	38	
3253	Meixian-Liu-2007-201-123-1	Meixian	Liu-2007-201-123	s w i ³¹	yuet1238	948	WATER	194	
3256	Meixian-Liu-2007-201-125-1	Meixian	Liu-2007-201-125	s oi ⁵³	yuet1238	1585	SLEEP	196	
3258	Meixian-Liu-2007-201-127-1	Meixian	Liu-2007-201-127	k o ŋ ³¹	yuet1238	1458	SAY	210	
3261	Meixian-Liu-2007-201-129-1	Meixian	Liu-2007-201-129	s ɿ ³¹	yuet1238	1494	DIE	222	
3268	Meixian-Liu-2007-201-133-1	Meixian	Liu-2007-201-133	ŋ i t ¹ + tʰ eu ¹¹	yuet1238	1343	SUN	241	
3269	Meixian-Liu-2007-201-133-1	Meixian	Liu-2007-201-133	ŋ i t ¹ + tʰ eu ¹¹	yuet1238	1343	SUN	319	
3270	Meixian-Liu-2007-201-134-1	Meixian	Liu-2007-201-134	m i n ¹¹	yuet1238	1411	LIE (REST)	246	
3271	Meixian-Liu-2007-201-134-2	Meixian	Liu-2007-201-134	tʰ o ŋ ¹¹	yuet1238	1411	LIE (REST)	244	
3275	Meixian-Liu-2007-201-137-1	Meixian	Liu-2007-201-137	tʰ a ŋ ³³	yuet1238	1408	HEAR	252	
3276	Meixian-Liu-2007-201-138-1	Meixian	Liu-2007-201-138	tʰ eu ¹¹ + n a ¹¹	yuet1238	1256	HEAD	79	
3277	Meixian-Liu-2007-201-138-1	Meixian	Liu-2007-201-138	tʰ eu ¹¹ + n a ¹¹	yuet1238	1256	HEAD	261	
3281	Meixian-Liu-2007-201-14-1	Meixian	Liu-2007-201-14	s ə t ⁵	yuet1238	1336	EAT	550	
3282	Meixian-Liu-2007-201-140-1	Meixian	Liu-2007-201-140	tʰ u ³¹ + tʰ i ⁵³	yuet1238	1228	EARTH (SOIL)	264	
3283	Meixian-Liu-2007-201-140-1	Meixian	Liu-2007-201-140	tʰ u ³¹ + tʰ i ⁵³	yuet1238	1228	EARTH (SOIL)	265	
3290	Meixian-Liu-2007-201-146-1	Meixian	Liu-2007-201-146	a m ⁵³ + p u ³³	yuet1238	1233	NIGHT	305	
3291	Meixian-Liu-2007-201-146-1	Meixian	Liu-2007-201-146	a m ⁵³ + p u ³³	yuet1238	1233	NIGHT	306	
3292	Meixian-Liu-2007-201-147-1	Meixian	Liu-2007-201-147	m i ³³ + p a ³³	yuet1238	1220	TAIL	308	
3293	Meixian-Liu-2007-201-147-1	Meixian	Liu-2007-201-147	m i ³³ + p a ³³	yuet1238	1220	TAIL	309	
3295	Meixian-Liu-2007-201-149-1	Meixian	Liu-2007-201-149	ŋ ai ¹¹	yuet1238	1209	I	315	
3298	Meixian-Liu-2007-201-150-1	Meixian	Liu-2007-201-150	ŋ ai ¹¹ + t e n ³³ + ŋ i n ¹¹	yuet1238	1212	WE	315	
3299	Meixian-Liu-2007-201-150-1	Meixian	Liu-2007-201-150	ŋ ai ¹¹ + t e n ³³ + ŋ i n ¹¹	yuet1238	1212	WE	235	
3300	Meixian-Liu-2007-201-150-1	Meixian	Liu-2007-201-150	ŋ ai ¹¹ + t e n ³³ + ŋ i n ¹¹	yuet1238	1212	WE	38	
3304	Meixian-Liu-2007-201-153-1	Meixian	Liu-2007-201-153	tsʰ i t ¹ + tʰ eu ¹¹	yuet1238	1371	KNEE	333	
3305	Meixian-Liu-2007-201-153-1	Meixian	Liu-2007-201-153	tsʰ i t ¹ + tʰ eu ¹¹	yuet1238	1371	KNEE	319	
3308	Meixian-Liu-2007-201-156-1	Meixian	Liu-2007-201-156	s e ⁵³	yuet1238	1246	SMALL	348	
3310	Meixian-Liu-2007-201-158-1	Meixian	Liu-2007-201-158	s i m ³³	yuet1238	1223	HEART	352	
3311	Meixian-Liu-2007-201-158-2	Meixian	Liu-2007-201-158	s i m ³³ + tsʰ o ŋ ⁵³	yuet1238	1223	HEART	352	
3312	Meixian-Liu-2007-201-158-2	Meixian	Liu-2007-201-158	s i m ³³ + tsʰ o ŋ ⁵³	yuet1238	1223	HEART	353	
3313	Meixian-Liu-2007-201-159-1	Meixian	Liu-2007-201-159	s i n ³³	yuet1238	1231	NEW	355	
3315	Meixian-Liu-2007-201-160-1	Meixian	Liu-2007-201-160	s e n ³³ + n e ⁰	yuet1238	1430	STAR	356	
3316	Meixian-Liu-2007-201-160-1	Meixian	Liu-2007-201-160	s e n ³³ + n e ⁰	yuet1238	1430	STAR	259	
3318	Meixian-Liu-2007-201-162-1	Meixian	Liu-2007-201-162	ç j a t ¹	yuet1238	946	BLOOD	359	
3320	Meixian-Liu-2007-201-164-1	Meixian	Liu-2007-201-164	ŋ a ¹¹ + tsʰ ɿ ³¹	yuet1238	1380	TOOTH	363	
3321	Meixian-Liu-2007-201-164-1	Meixian	Liu-2007-201-164	ŋ a ¹¹ + tsʰ ɿ ³¹	yuet1238	1380	TOOTH	364	
3322	Meixian-Liu-2007-201-165-1	Meixian	Liu-2007-201-165	j a n ³³	yuet1238	778	SMOKE (EXHAUST)	366	
3324	Meixian-Liu-2007-201-167-1	Meixian	Liu-2007-201-167	ŋ j a n ³¹ + ts u ³³	yuet1238	1248	EYE	369	
3325	Meixian-Liu-2007-201-167-1	Meixian	Liu-2007-201-167	ŋ j a n ³¹ + ts u ³³	yuet1238	1248	EYE	373	
3326	Meixian-Liu-2007-201-168-1	Meixian	Liu-2007-201-168	ŋ a t ¹	yuet1238	1403	BITE	379	
3327	Meixian-Liu-2007-201-169-1	Meixian	Liu-2007-201-169	j a p ⁵ + p e ⁰	yuet1238	628	LEAF	380	
3328	Meixian-Liu-2007-201-169-1	Meixian	Liu-2007-201-169	j a p ⁵ + p e ⁰	yuet1238	628	LEAF	784	
3330	Meixian-Liu-2007-201-170-1	Meixian	Liu-2007-201-170	i t ¹	yuet1238	1493	ONE	381	
3333	Meixian-Liu-2007-201-172-1	Meixian	Liu-2007-201-172	s e ³¹ + s ə n ³³ + n e ⁰	yuet1238	1439	SWIM	346	
3334	Meixian-Liu-2007-201-172-1	Meixian	Liu-2007-201-172	s e ³¹ + s ə n ³³ + n e ⁰	yuet1238	1439	SWIM	75	
3335	Meixian-Liu-2007-201-172-1	Meixian	Liu-2007-201-172	s e ³¹ + s ə n ³³ + n e ⁰	yuet1238	1439	SWIM	804	
3338	Meixian-Liu-2007-201-174-1	Meixian	Liu-2007-201-174	n n̩ ¹¹	yuet1238	227	FISH	402	
3339	Meixian-Liu-2007-201-175-1	Meixian	Liu-2007-201-175	i ³³ + m au ³³	yuet1238	1201	FEATHER	403	
3340	Meixian-Liu-2007-201-175-1	Meixian	Liu-2007-201-175	i ³³ + m au ³³	yuet1238	1201	FEATHER	263	
3342	Meixian-Liu-2007-201-177-1	Meixian	Liu-2007-201-177	j a n ¹¹	yuet1238	1395	ROUND	406	
3344	Meixian-Liu-2007-201-179-1	Meixian	Liu-2007-201-179	ŋ j a t ⁵ + k w o ŋ ³³	yuet1238	1313	MOON	410	
3345	Meixian-Liu-2007-201-179-1	Meixian	Liu-2007-201-179	ŋ j a t ⁵ + k w o ŋ ³³	yuet1238	1313	MOON	413	
3347	Meixian-Liu-2007-201-180-1	Meixian	Liu-2007-201-180	j u n ¹¹	yuet1238	1489	CLOUD	414	
3353	Meixian-Liu-2007-201-185-1	Meixian	Liu-2007-201-185	kʰ i ³³	yuet1238	1442	STAND	460	
3356	Meixian-Liu-2007-201-187-1	Meixian	Liu-2007-201-187	e ³¹	yuet1238	1214	THIS	478	
3359	Meixian-Liu-2007-201-189-1	Meixian	Liu-2007-201-189	t i ³³ + t e t ¹	yuet1238	1410	KNOW (SOMETHING)	494	
3360	Meixian-Liu-2007-201-189-1	Meixian	Liu-2007-201-189	t i ³³ + t e t ¹	yuet1238	1410	KNOW (SOMETHING)	256	
3362	Meixian-Liu-2007-201-190-1	Meixian	Liu-2007-201-190	j u ¹¹	yuet1238	323	FAT (ORGANIC SUBSTANCE)	506	
3366	Meixian-Liu-2007-201-193-1	Meixian	Liu-2007-201-193	ts u ŋ ³¹ + ŋ e ⁰	yuet1238	714	SEED	515	
3367	Meixian-Liu-2007-201-193-1	Meixian	Liu-2007-201-193	ts u ŋ ³¹ + ŋ e ⁰	yuet1238	714	SEED	442	
3371	Meixian-Liu-2007-201-196-1	Meixian	Liu-2007-201-196	ts au ³¹	yuet1238	72	CLAW	526	
3373	Meixian-Liu-2007-201-198-1	Meixian	Liu-2007-201-198	h i n ¹¹	yuet1238	1443	WALK	532	
3374	Meixian-Liu-2007-201-199-1	Meixian	Liu-2007-201-199	ts oi ⁵³	yuet1238	674	MOUTH	147	
3382	Meixian-Liu-2007-201-201-1	Meixian	Liu-2007-201-201	tsʰ o ³³	yuet1238	1416	SIT	536	
3385	Meixian-Liu-2007-201-22-1	Meixian	Liu-2007-201-22	tʰ ai ⁵³	yuet1238	1202	BIG	34	
3390	Meixian-Liu-2007-201-26-1	Meixian	Liu-2007-201-26	t u ³¹	yuet1238	1251	BELLY	278	
3393	Meixian-Liu-2007-201-29-1	Meixian	Liu-2007-201-29	t o ³³	yuet1238	1198	MANY	595	
3394	Meixian-Liu-2007-201-3-1	Meixian	Liu-2007-201-3	pʰ i ⁵³ + k u ŋ ³³	yuet1238	1221	NOSE	77	
3395	Meixian-Liu-2007-201-3-1	Meixian	Liu-2007-201-3	pʰ i ⁵³ + k u ŋ ³³	yuet1238	1221	NOSE	80	
3396	Meixian-Liu-2007-201-30-1	Meixian	Liu-2007-201-30	ŋ i ³¹ + k u ŋ ³³	yuet1238	1247	EAR	596	
3397	Meixian-Liu-2007-201-30-1	Meixian	Liu-2007-201-30	ŋ i ³¹ + k u ŋ ³³	yuet1238	1247	EAR	80	
3398	Meixian-Liu-2007-201-31-1	Meixian	Liu-2007-201-31	ŋ i ⁵³	yuet1238	1498	TWO	598	
3399	Meixian-Liu-2007-201-31-2	Meixian	Liu-2007-201-31	l j o ŋ ³¹	yuet1238	1498	TWO	599	
3400	Meixian-Liu-2007-201-32-1	Meixian	Liu-2007-201-32	f i ³³	yuet1238	1441	FLY (MOVE THROUGH AIR)	600	
3407	Meixian-Liu-2007-201-37-1	Meixian	Liu-2007-201-37	k o n ³³	yuet1238	1398	DRY	565	
3408	Meixian-Liu-2007-201-38-1	Meixian	Liu-2007-201-38	l o n ³³	yuet1238	1224	LIVER	553	
3409	Meixian-Liu-2007-201-39-1	Meixian	Liu-2007-201-39	k i p ¹	yuet1238	1447	GIVE	620	
3411	Meixian-Liu-2007-201-40-1	Meixian	Liu-2007-201-40	k i n ³³	yuet1238	670	ROOT	93	
3412	Meixian-Liu-2007-201-41-1	Meixian	Liu-2007-201-41	k eu ³¹	yuet1238	2009	DOG	630	
3413	Meixian-Liu-2007-201-42-1	Meixian	Liu-2007-201-42	k u t ¹ + tʰ eu ¹¹	yuet1238	1394	BONE	94	
3414	Meixian-Liu-2007-201-42-1	Meixian	Liu-2007-201-42	k u t ¹ + tʰ eu ¹¹	yuet1238	1394	BONE	319	
3421	Meixian-Liu-2007-201-46-1	Meixian	Liu-2007-201-46	h au ³¹	yuet1238	1035	GOOD	642	
3422	Meixian-Liu-2007-201-47-1	Meixian	Liu-2007-201-47	s ə t ⁵	yuet1238	1401	DRINK	550	
3425	Meixian-Liu-2007-201-5-1	Meixian	Liu-2007-201-5	k j a ŋ ³¹ + k i n ³³	yuet1238	1333	NECK	90	
3426	Meixian-Liu-2007-201-5-1	Meixian	Liu-2007-201-5	k j a ŋ ³¹ + k i n ³³	yuet1238	1333	NECK	93	
3428	Meixian-Liu-2007-201-51-1	Meixian	Liu-2007-201-51	h e t ¹	yuet1238	163	BLACK	296	
3429	Meixian-Liu-2007-201-52-1	Meixian	Liu-2007-201-52	f u ŋ ¹¹	yuet1238	156	RED	654	
3438	Meixian-Liu-2007-201-58-1	Meixian	Liu-2007-201-58	v o ŋ ¹¹	yuet1238	1424	YELLOW	302	
3439	Meixian-Liu-2007-201-59-1	Meixian	Liu-2007-201-59	f oi ³³	yuet1238	646	ASH	542	
3443	Meixian-Liu-2007-201-61-1	Meixian	Liu-2007-201-61	f o ³¹	yuet1238	221	FIRE	672	
3444	Meixian-Liu-2007-201-62-1	Meixian	Liu-2007-201-62	k e ³³ + l o n ³¹	yuet1238	744	EGG	673	
3445	Meixian-Liu-2007-201-62-1	Meixian	Liu-2007-201-62	k e ³³ + l o n ³¹	yuet1238	744	EGG	674	
3447	Meixian-Liu-2007-201-64-1	Meixian	Liu-2007-201-64	k o k ¹ + v e ⁰	yuet1238	1393	HORN (ANATOMY)	568	
3448	Meixian-Liu-2007-201-64-1	Meixian	Liu-2007-201-64	k o k ¹ + v e ⁰	yuet1238	1393	HORN (ANATOMY)	813	
3449	Meixian-Liu-2007-201-65-1	Meixian	Liu-2007-201-65	k j o k ¹	yuet1238	1301	FOOT	277	
3454	Meixian-Liu-2007-201-69-1	Meixian	Liu-2007-201-69	kʰ o n ⁵³ + k j a n ⁵³	yuet1238	1409	SEE	689	
3455	Meixian-Liu-2007-201-69-1	Meixian	Liu-2007-201-69	kʰ o n ⁵³ + k j a n ⁵³	yuet1238	1409	SEE	253	
3456	Meixian-Liu-2007-201-7-1	Meixian	Liu-2007-201-7	m m̩ ¹¹	yuet1238	1240	NOT	101	
3460	Meixian-Liu-2007-201-73-1	Meixian	Liu-2007-201-73	l oi ¹¹	yuet1238	1446	COME	703	
3462	Meixian-Liu-2007-201-75-1	Meixian	Liu-2007-201-75	l a ŋ ³³	yuet1238	1287	COLD	391	
3465	Meixian-Liu-2007-201-78-1	Meixian	Liu-2007-201-78	l j u k ⁵	yuet1238	1425	GREEN	709	
3466	Meixian-Liu-2007-201-79-1	Meixian	Liu-2007-201-79	m a n ³³	yuet1238	1429	FULL	710	
3468	Meixian-Liu-2007-201-80-1	Meixian	Liu-2007-201-80	m j a ŋ ¹¹ + s ɿ ⁵³	yuet1238	1405	NAME	712	
3469	Meixian-Liu-2007-201-80-1	Meixian	Liu-2007-201-80	m j a ŋ ¹¹ + s ɿ ⁵³	yuet1238	1405	NAME	469	
3477	Meixian-Liu-2007-201-84-1	Meixian	Liu-2007-201-84	k e ⁵³	yuet1238	78	THAT	762	
3480	Meixian-Liu-2007-201-86-1	Meixian	Liu-2007-201-86	n a m ¹¹ + m e ³³ + ŋ i n ¹¹	yuet1238	1554	MAN	471	
3481	Meixian-Liu-2007-201-86-1	Meixian	Liu-2007-201-86	n a m ¹¹ + m e ³³ + ŋ i n ¹¹	yuet1238	1554	MAN	38	
3482	Meixian-Liu-2007-201-86-1	Meixian	Liu-2007-201-86	n a m ¹¹ + m e ³³ + ŋ i n ¹¹	yuet1238	1554	MAN	820	
3483	Meixian-Liu-2007-201-87-1	Meixian	Liu-2007-201-87	n̩ ¹¹	yuet1238	1215	THOU	739	
3485	Meixian-Liu-2007-201-89-1	Meixian	Liu-2007-201-89	t j au ³³ + v e ⁰	yuet1238	937	BIRD	745	
3486	Meixian-Liu-2007-201-89-1	Meixian	Liu-2007-201-89	t j au ³³ + v e ⁰	yuet1238	937	BIRD	822	
3488	Meixian-Liu-2007-201-90-1	Meixian	Liu-2007-201-90	m oi ⁵³ + j e ⁰ + ŋ i n ¹¹	yuet1238	962	WOMAN	748	
3489	Meixian-Liu-2007-201-90-1	Meixian	Liu-2007-201-90	m oi ⁵³ + j e ⁰ + ŋ i n ¹¹	yuet1238	962	WOMAN	826	
3490	Meixian-Liu-2007-201-90-1	Meixian	Liu-2007-201-90	m oi ⁵³ + j e ⁰ + ŋ i n ¹¹	yuet1238	962	WOMAN	38	
3495	Meixian-Liu-2007-201-93-1	Meixian	Liu-2007-201-93	pʰ i ¹¹	yuet1238	763	SKIN	16	
3500	Meixian-Liu-2007-201-97-1	Meixian	Liu-2007-201-97	tɕʰ j e n ¹¹ + pʰ u ⁵³	yuet1238	98	ALL	54	
3501	Meixian-Liu-2007-201-97-1	Meixian	Liu-2007-201-97	tɕʰ j e n ¹¹ + pʰ u ⁵³	yuet1238	98	ALL	55	
3503	Meixian-Liu-2007-201-99-1	Meixian	Liu-2007-201-99	ŋ i n ¹¹	yuet1238	683	PERSON	38	
3504	Nanchang-Liu-2007-201-1-1	Nanchang	Liu-2007-201-1	pʰ a ʔ ⁵	nanc1254	1335	WHITE	71	
3505	Nanchang-Liu-2007-201-10-1	Nanchang	Liu-2007-201-10	tsʰ ɔ ŋ ²⁴	nanc1254	1203	LONG	112	
3513	Nanchang-Liu-2007-201-103-1	Nanchang	Liu-2007-201-103	l ai ²¹³	nanc1254	1402	BREAST	128	
3519	Nanchang-Liu-2007-201-106-1	Nanchang	Liu-2007-201-106	s a t ⁵	nanc1254	1417	KILL	135	
3520	Nanchang-Liu-2007-201-107-1	Nanchang	Liu-2007-201-107	s a ⁴² + ts ɿ ⁰	nanc1254	671	SAND	138	
3521	Nanchang-Liu-2007-201-107-1	Nanchang	Liu-2007-201-107	s a ⁴² + ts ɿ ⁰	nanc1254	671	SAND	19	
3522	Nanchang-Liu-2007-201-108-1	Nanchang	Liu-2007-201-108	s a n ⁴²	nanc1254	639	MOUNTAIN	139	
3523	Nanchang-Liu-2007-201-109-1	Nanchang	Liu-2007-201-109	s ɛu ⁴²	nanc1254	2102	BURN	140	
3527	Nanchang-Liu-2007-201-111-1	Nanchang	Liu-2007-201-111	s ə t ²¹ + tʰ ɛu ⁰	nanc1254	1205	TONGUE	143	
3528	Nanchang-Liu-2007-201-111-1	Nanchang	Liu-2007-201-111	s ə t ²¹ + tʰ ɛu ⁰	nanc1254	1205	TONGUE	319	
3532	Nanchang-Liu-2007-201-114-1	Nanchang	Liu-2007-201-114	s ə t ⁵	nanc1254	1392	LOUSE	155	
3534	Nanchang-Liu-2007-201-116-1	Nanchang	Liu-2007-201-116	ɕ i t ⁵ + l i ²¹	nanc1254	1236	WHAT	166	
3535	Nanchang-Liu-2007-201-116-1	Nanchang	Liu-2007-201-116	ɕ i t ⁵ + l i ²¹	nanc1254	1236	WHAT	174	
3536	Nanchang-Liu-2007-201-117-1	Nanchang	Liu-2007-201-117	s a ʔ ² + tʰ ɛu ⁰	nanc1254	857	STONE	180	
3537	Nanchang-Liu-2007-201-117-1	Nanchang	Liu-2007-201-117	s a ʔ ² + tʰ ɛu ⁰	nanc1254	857	STONE	319	
3538	Nanchang-Liu-2007-201-118-1	Nanchang	Liu-2007-201-118	ɕ j u ²¹³	nanc1254	1277	HAND	182	
3539	Nanchang-Liu-2007-201-119-1	Nanchang	Liu-2007-201-119	s u ²¹	nanc1254	906	TREE	134	
3541	Nanchang-Liu-2007-201-120-1	Nanchang	Liu-2007-201-120	s u ²¹ + pʰ i ²⁴	nanc1254	1204	BARK	134	
3542	Nanchang-Liu-2007-201-120-1	Nanchang	Liu-2007-201-120	s u ²¹ + pʰ i ²⁴	nanc1254	1204	BARK	16	
3545	Nanchang-Liu-2007-201-122-1	Nanchang	Liu-2007-201-122	l ai ²¹³ + k o ²¹	nanc1254	1235	WHO	188	
3546	Nanchang-Liu-2007-201-122-1	Nanchang	Liu-2007-201-122	l ai ²¹³ + k o ²¹	nanc1254	1235	WHO	56	
3547	Nanchang-Liu-2007-201-123-1	Nanchang	Liu-2007-201-123	s w i ²¹³	nanc1254	948	WATER	194	
3550	Nanchang-Liu-2007-201-125-1	Nanchang	Liu-2007-201-125	kʰ u n ²¹³	nanc1254	1585	SLEEP	197	
3552	Nanchang-Liu-2007-201-127-1	Nanchang	Liu-2007-201-127	w a ²¹	nanc1254	1458	SAY	211	
3557	Nanchang-Liu-2007-201-129-1	Nanchang	Liu-2007-201-129	s ɿ ²¹³	nanc1254	1494	DIE	222	
3566	Nanchang-Liu-2007-201-133-1	Nanchang	Liu-2007-201-133	tʰ ai ²¹³ + j ɔ ŋ ⁴⁵	nanc1254	1343	SUN	239	
3567	Nanchang-Liu-2007-201-133-1	Nanchang	Liu-2007-201-133	tʰ ai ²¹³ + j ɔ ŋ ⁴⁵	nanc1254	1343	SUN	240	
3568	Nanchang-Liu-2007-201-134-1	Nanchang	Liu-2007-201-134	tʰ ɔ ŋ ²¹³	nanc1254	1411	LIE (REST)	244	
3572	Nanchang-Liu-2007-201-137-1	Nanchang	Liu-2007-201-137	tʰ j a ŋ ⁴² + tɕ j ɛ n ⁴⁵	nanc1254	1408	HEAR	252	
3573	Nanchang-Liu-2007-201-137-1	Nanchang	Liu-2007-201-137	tʰ j a ŋ ⁴² + tɕ j ɛ n ⁴⁵	nanc1254	1408	HEAR	253	
3574	Nanchang-Liu-2007-201-138-1	Nanchang	Liu-2007-201-138	tʰ ɛu ²⁴	nanc1254	1256	HEAD	79	
